season,team,position,full_name,birth_date,years_exp,college
2021,MIA,P,Michael Palardy,1992-07-06,7.0,Tennessee
2021,CLE,DL,Jadeveon Clowney,1993-02-14,7.0,South Carolina
2021,SEA,OL,Gabe Jackson,1991-07-12,7.0,Mississippi State
2021,JAX,OL,Brandon Linder,1992-01-25,7.0,Miami
2021,NO,DB,Bradley Roby,1992-05-01,7.0,Ohio State
2021,KC,RB,Jerick McKinnon,1992-05-03,7.0,Georgia Southern
2021,IND,DB,Darqueze Dennard,1991-10-10,7.0,Michigan State
2021,GB,WR,Davante Adams,1992-12-24,7.0,Fresno State
2021,CLE,WR,Jarvis Landry,1992-11-28,7.0,Louisiana State
2021,PHI,TE,Richard Rodgers,1992-01-22,7.0,California
2021,PIT,TE,Eric Ebron,1993-04-10,7.0,North Carolina
2021,LA,DL,Aaron Donald,1991-05-23,7.0,Pittsburgh
2021,NYJ,DB,Lamarcus Joyner,1990-11-27,7.0,Florida State
2021,NE,QB,Garrett Gilbert,1991-07-01,7.0,Southern Methodist
2021,DAL,OL,Zack Martin,1990-11-20,7.0,Notre Dame
2021,NE,DB,Adrian Phillips,1992-03-28,7.0,Texas
2021,NO,QB,Blake Bortles,1992-04-28,7.0,Central Florida
2021,TB,WR,Mike Evans,1993-08-21,7.0,Texas A&amp;M
2021,CIN,OL,Xavier Su'a-Filo,1991-01-01,7.0,UCLA
2021,DAL,DL,Demarcus Lawrence,1992-04-28,7.0,Boise State
2021,PIT,DL,Stephon Tuitt,1993-05-23,7.0,Notre Dame
2021,BAL,OL,Ja'Wuan James,1992-06-03,7.0,Tennessee
2021,CLE,OL,Joel Bitonio,1991-10-11,7.0,Nevada
2021,NYG,LB,Todd Davis,1992-05-17,7.0,Sacramento State
2021,CHI,WR,Allen Robinson,1993-08-24,7.0,Penn State
2021,GB,OL,Billy Turner,1991-10-17,7.0,North Dakota State
2021,TEN,OL,Taylor Lewan,1991-07-22,7.0,Michigan
2021,JAX,TE,Chris Manhertz,1992-04-10,6.0,Canisius
2021,DEN,OL,Brett Jones,1991-07-29,8.0,"Regina, Can."
2021,SEA,K,Jason Myers,1991-05-12,6.0,Marist
2021,BUF,DL,Efe Obada,1992-04-13,6.0,No College
2021,MIN,P,Jordan Berry,1991-03-18,6.0,Eastern Kentucky
2021,NO,QB,Jameis Winston,1994-01-06,6.0,Florida State
2021,DAL,OL,La'el Collins,1993-07-26,6.0,Louisiana State
2021,LAC,P,Ty Long,1993-04-06,6.0,Alabama-Birmingham
2021,DAL,WR,Amari Cooper,1994-06-17,6.0,Alabama
2021,NO,WR,Kevin White,1992-06-25,6.0,West Virginia
2021,CIN,DB,Trae Waynes,1992-07-25,6.0,Michigan State
2021,MIA,WR,DeVante Parker,1993-01-20,6.0,Louisville
2021,TEN,DB,Kevin Johnson,1992-08-05,6.0,Wake Forest
2021,NE,WR,Nelson Agholor,1993-05-24,6.0,Southern California
2021,CAR,LB,Shaq Thompson,1994-04-21,6.0,Washington
2021,CHI,DL,Eddie Goldman,1994-01-06,6.0,Florida State
2021,NYG,LB,Benardrick McKinney,1992-11-19,6.0,Mississippi State
2021,MIN,LB,Eric Kendricks,1992-02-29,6.0,UCLA
2021,MIA,DB,Eric Rowe,1992-10-03,6.0,Utah
2021,MIN,DL,Nate Orchard,1993-01-05,6.0,Utah
2021,ARI,DL,Jordan Phillips,1992-09-21,6.0,Oklahoma
2021,ARI,TE,Maxx Williams,1994-04-12,6.0,Minnesota
2021,BAL,DB,Jordan Richards,1993-01-21,6.0,Stanford
2021,LV,OL,Hroniss Grasu,1991-08-12,6.0,Oregon
2021,MIN,DL,Danielle Hunter,1994-10-29,6.0,Louisiana State
2021,DET,LB,Trey Flowers,1993-08-16,6.0,Arkansas
2021,BUF,OL,Daryl Williams,1992-08-31,6.0,Oklahoma
2021,WAS,DL,Gabe Wright,1992-04-03,6.0,Auburn
2021,BUF,OL,Jamil Douglas,1992-02-28,6.0,Arizona State
2021,GB,LB,Za'Darius Smith,1992-09-08,6.0,Kentucky
2021,NE,OL,Shaquille Mason,1993-08-28,6.0,Georgia Tech
2021,IND,OL,Mark Glowinski,1992-05-03,6.0,West Virginia
2021,ATL,DL,Grady Jarrett,1993-04-28,6.0,Clemson
2021,GB,DB,Adrian Amos,1993-04-29,6.0,Penn State
2021,TEN,TE,MyCole Pruitt,1992-03-24,6.0,Southern Illinois
2021,WAS,DB,Bobby McCain,1993-08-18,6.0,Memphis
2021,BUF,WR,Stefon Diggs,1993-11-29,6.0,Maryland
2021,IND,QB,Brett Hundley,1993-06-15,6.0,UCLA
2021,KC,RB,Michael Burton,1992-02-01,6.0,Rutgers
2021,WAS,LB,David Mayo,1993-08-18,6.0,Texas State
2021,MIN,DB,Tye Smith,1993-05-03,6.0,Towson
2021,BAL,TE,Nick Boyle,1993-02-17,6.0,Delaware
2021,SEA,DB,Quandre Diggs,1993-01-22,6.0,Texas
2021,LV,TE,Darren Waller,1992-09-13,6.0,Georgia Tech
2021,NO,DL,Christian Ringo,1992-03-10,6.0,Louisiana-Lafayette
2021,LAC,DL,Christian Covington,1993-10-16,6.0,Rice
2021,BUF,OL,Bobby Hart,1994-08-21,6.0,Florida State
2021,SEA,LB,Edmond Robinson,1992-02-23,6.0,Newberry
2021,WAS,DB,Darryl Roberts,1990-11-26,6.0,Marshall
2021,LV,OL,Denzelle Good,1991-03-08,6.0,Mars Hill
2021,DEN,DL,Justin Hamilton,1993-07-27,6.0,Louisiana-Lafayette
2021,SF,RB,Raheem Mostert,1992-04-09,6.0,Purdue
2021,BAL,TE,Eric Tomlinson,1992-04-22,6.0,Texas-El Paso
2021,HOU,DL,Xavier Williams,1992-01-18,6.0,Northern Iowa
2021,IND,OL,Chris Reed,1992-07-22,6.0,Minn. State-Mankato
2021,HOU,LB,Neville Hewitt,1993-04-06,6.0,Marshall
2021,NE,TE,Matt LaCosse,1992-09-21,6.0,Illinois
2021,WAS,WR,DeAndre Carter,1993-04-10,6.0,Sacramento State
2021,PIT,OL,B.J. Finney,1991-10-26,6.0,Kansas State
2021,CLE,DB,Troy Hill,1991-08-29,6.0,Oregon
2021,BUF,WR,Jake Kumerow,1992-02-17,6.0,Wisconsin-Whitewater
2021,DEN,DL,DeShawn Williams,1992-12-29,6.0,Clemson
2021,MIA,DB,Justin Coleman,1993-03-27,6.0,Tennessee
2021,PHI,DB,Anthony Harris,1991-10-09,6.0,Virginia
2021,WAS,QB,Taylor Heinicke,1993-03-15,6.0,Old Dominion
2021,MIA,RB,Malcolm Brown,1993-05-15,6.0,Texas
2021,ATL,LB,James Vaughters,1993-06-27,6.0,Stanford
2021,WAS,DB,Deshazor Everett,1992-02-22,6.0,Texas A&amp;M
2021,NE,OL,David Andrews,1992-07-10,6.0,Georgia
2021,NE,LB,Brandon King,1993-06-08,6.0,Auburn
2021,CHI,WR,Damiere Byrd,1993-01-27,6.0,South Carolina
2021,DET,DB,Dean Marlowe,1992-07-25,6.0,James Madison
2021,MIA,OL,Jesse Davis,1991-09-15,6.0,Idaho
2021,PHI,LB,Alex Singleton,1993-12-07,6.0,Montana State
2021,DEN,DB,Bryce Callahan,1991-10-23,6.0,Rice
2021,PHI,LS,Rick Lovato,1992-09-09,6.0,Old Dominion
2021,TEN,OL,Kendall Lamm,1992-06-05,6.0,Appalachian State
2021,MIA,OL,Greg Mancz,1992-04-23,6.0,Toledo
2021,NYG,OL,Chad Slade,1992-05-04,6.0,Auburn
2021,NYG,DL,Leonard Williams,1994-06-20,6.0,Southern California
2021,CAR,WR,Devin Smith,1992-03-03,6.0,Ohio State
2021,GB,LB,Preston Smith,1992-11-17,6.0,Mississippi State
2021,BUF,OL,Mitch Morse,1992-04-21,6.0,Missouri
2021,NE,DL,Carl Davis,1992-03-02,6.0,Iowa
2021,NYJ,WR,Jamison Crowder,1993-06-17,6.0,Duke
2021,ATL,DL,Tyeler Davison,1992-09-03,6.0,Fresno State
2021,JAX,TE,James O'Shaughnessy,1992-01-14,6.0,Illinois State
2021,TB,DL,Rakeem Nunez-Roches,1993-07-03,6.0,Southern Mississippi
2021,MIA,OL,Austin Reiter,1991-11-27,6.0,South Florida
2021,SF,LB,Mark Nzeocha,1990-01-19,6.0,Wyoming
2021,NE,DB,De'Vante Bausby,1993-01-15,6.0,Pittsburg State
2021,LV,LB,Justin March,1993-07-05,6.0,Akron
2021,NO,LB,Justin March-Lillard,1993-07-05,6.0,Akron
2021,GB,DB,Quinton Dunbar,1992-07-22,6.0,Florida
2021,WAS,WR,Adam Humphries,1993-06-24,6.0,Clemson
2021,TB,DB,Curtis Riley,1992-07-18,6.0,Fresno State
2021,CIN,OL,Quinton Spain,1991-08-07,6.0,West Virginia
2021,ATL,LB,Dante Fowler,1994-08-03,6.0,Florida
2021,WAS,OL,Brandon Scherff,1991-12-26,6.0,Iowa
2021,TB,WR,Breshad Perriman,1993-09-10,6.0,Central Florida
2021,SF,WR,Devin Funchess,1994-05-21,6.0,Michigan
2021,SF,DB,Jaquiski Tartt,1992-02-12,6.0,Samford
2021,NYJ,RB,Tevin Coleman,1993-04-16,6.0,Indiana
2021,NO,DB,P.J. Williams,1993-06-01,6.0,Florida State
2021,KC,TE,Blake Bell,1991-08-07,6.0,Oklahoma
2021,ATL,RB,Mike Davis,1993-02-19,6.0,South Carolina
2021,TB,P,Bradley Pinion,1994-06-01,6.0,Clemson
2021,NE,OL,Trenton Brown,1993-04-13,6.0,Florida
2021,TEN,LB,Nick Dzubnar,1991-08-15,6.0,Cal Poly
2021,JAX,K,Josh Lambo,1990-11-19,6.0,Texas A&amp;M
2021,SF,LB,Tyrell Adams,1992-04-11,6.0,West Georgia
2021,NYJ,TE,Daniel Brown,1992-05-26,6.0,James Madison
2021,LV,LB,Denzel Perryman,1992-12-05,6.0,Miami
2021,MIN,RB,Ameer Abdullah,1993-06-13,6.0,Nebraska
2021,CHI,DL,Angelo Blackson,1992-11-14,6.0,Auburn
2021,NO,LB,Kwon Alexander,1994-08-03,6.0,Louisiana State
2021,IND,WR,J.J. Nelson,1992-04-24,6.0,Alabama-Birmingham
2021,LV,DL,Darius Philon,1994-01-22,6.0,Arkansas
2021,ARI,LB,Markus Golden,1991-03-13,6.0,Missouri
2021,HOU,WR,Chris Conley,1992-10-25,6.0,Georgia
2021,ARI,LB,Jordan Hicks,1992-06-27,6.0,Texas
2021,ARI,OL,Max Garcia,1991-11-09,6.0,Florida
2021,CIN,TE,C.J. Uzomah,1993-01-14,6.0,Auburn
2021,CHI,TE,Jesse James,1994-06-04,6.0,Penn State
2021,TEN,TE,Geoff Swaim,1993-09-16,6.0,Texas
2021,NYG,DL,Danny Shelton,1993-08-20,6.0,Washington
2021,DEN,RB,Melvin Gordon,1993-04-13,6.0,Wisconsin
2021,CAR,OL,Cameron Erving,1992-08-23,6.0,Florida State
2021,TEN,LB,Bud Dupree,1993-02-12,6.0,Kentucky
2021,TEN,OL,Ty Sambrailo,1992-03-10,6.0,Colorado State
2021,CAR,OL,John Miller,1993-08-12,6.0,Louisville
2021,PHI,DB,Steven Nelson,1993-01-22,6.0,Oregon State
2021,BUF,OL,Jon Feliciano,1992-02-10,6.0,Miami
2021,NO,QB,Trevor Siemian,1991-12-26,6.0,Northwestern
2021,DET,WR,Tyrell Williams,1992-02-12,6.0,Western Oregon
2021,MIN,DL,T.Y. McGill,1992-11-23,6.0,North Carolina State
2021,SF,DL,Arik Armstead,1993-11-15,6.0,Oregon
2021,BAL,DB,Marcus Peters,1993-01-09,6.0,Washington
2021,HOU,RB,David Johnson,1991-12-16,6.0,Northern Iowa
2021,TEN,OL,Daniel Munyer,1992-03-04,6.0,Colorado
2021,DEN,DB,Ronald Darby,1994-01-02,6.0,Florida State
2021,DAL,DL,Randy Gregory,1992-11-23,6.0,Nebraska
2021,IND,DB,Ibraheim Campbell,1992-05-13,6.0,Northwestern
2021,NO,WR,Ty Montgomery,1993-01-22,6.0,Stanford
2021,NO,OL,Andrus Peat,1993-11-04,6.0,Stanford
2021,PIT,OL,Chaz Green,1992-04-08,6.0,Florida
2021,HOU,WR,Phillip Dorsett,1993-01-05,6.0,Miami
2021,KC,DL,Frank Clark,1993-06-14,6.0,Michigan
2021,SEA,WR,Tyler Lockett,1992-09-28,6.0,Kansas State
2021,NYJ,TE,Tyler Kroft,1992-10-15,6.0,Rutgers
2021,JAX,LB,Damien Wilson,1993-05-28,6.0,Minnesota
2021,TB,OL,Donovan Smith,1993-06-23,6.0,Penn State
2021,ARI,OL,D.J. Humphries,1993-12-28,6.0,Florida
2021,NE,LS,Joe Cardona,1992-04-16,6.0,Navy
2021,BAL,OL,Cedric Ogbuehi,1992-04-25,6.0,Texas A&amp;M
2021,SF,OL,Laken Tomlinson,1992-02-09,6.0,Duke
2021,MIA,DB,Byron Jones,1992-09-26,6.0,Connecticut
2021,LA,OL,Rob Havenstein,1992-05-13,6.0,Wisconsin
2021,TB,OL,Ali Marpet,1993-04-17,6.0,Hobart
2021,MIN,QB,Sean Mannion,1992-04-25,6.0,Oregon State
2021,LA,DB,Damarious Randall,1992-08-29,6.0,Arizona State
2021,JAX,OL,A.J. Cann,1991-10-23,6.0,South Carolina
2021,MIA,RB,Duke Johnson,1993-09-23,6.0,Miami
2021,WAS,OL,Ereck Flowers,1994-04-25,6.0,Miami
2021,JAX,DL,Malcom Brown,1994-02-02,6.0,Texas
2021,WAS,DB,Landon Collins,1994-01-10,6.0,Alabama
2021,LV,OL,Jeremiah Poutasi,1994-08-07,6.0,Utah
2021,CHI,DL,Mario Edwards,1994-01-25,6.0,Florida State
2021,LV,QB,Marcus Mariota,1993-10-30,6.0,Oregon
2021,NE,DL,Henry Anderson,1991-08-03,6.0,Stanford
2021,ARI,TE,Ross Travis,1993-01-09,6.0,Penn State
2021,ATL,DB,Erik Harris,1990-04-02,5.0,"California, Pa."
2021,MIA,DB,Chris Milton,1992-09-15,5.0,Georgia Tech
2021,BAL,OL,Adam Redmond,1993-05-19,5.0,Harvard
2021,TEN,WR,Chester Rogers,1994-01-12,5.0,Grambling
2021,BUF,LB,Tyler Matakevich,1992-12-22,5.0,Temple
2021,IND,DL,DeForest Buckner,1994-03-17,5.0,Oregon
2021,CIN,DB,Eli Apple,1995-08-09,5.0,Ohio State
2021,HOU,OL,Laremy Tunsil,1994-08-02,5.0,Mississippi
2021,DET,OL,Taylor Decker,1993-08-23,5.0,Ohio State
2021,DAL,LB,Keanu Neal,1995-07-26,5.0,Florida
2021,IND,OL,Ryan Kelly,1993-05-30,5.0,Alabama
2021,CHI,OL,Germain Ifedi,1994-06-02,5.0,Texas A&amp;M
2021,NYG,WR,Sterling Shepard,1993-02-10,5.0,Oklahoma
2021,KC,DL,Jarran Reed,1992-12-16,5.0,Alabama
2021,ATL,LB,Deion Jones,1994-11-04,5.0,Louisiana State
2021,MIN,DB,Mackensie Alexander,1993-11-12,5.0,Clemson
2021,KC,OL,Joe Thuney,1992-11-18,5.0,North Carolina State
2021,CLE,TE,Austin Hooper,1994-10-29,5.0,Stanford
2021,TB,RB,C.J. Prosise,1994-05-20,5.0,Notre Dame
2021,NO,TE,Nick Vannett,1993-03-06,5.0,Ohio State
2021,DEN,OL,Graham Glasgow,1992-08-19,5.0,Michigan
2021,HOU,WR,Chris Moore,1993-06-16,5.0,Cincinnati
2021,PIT,DB,Miles Killebrew,1993-05-10,5.0,Southern Utah
2021,GB,LB,De'Vondre Campbell,1993-07-01,5.0,Minnesota
2021,PHI,DL,Hassan Ridgeway,1994-11-02,5.0,Texas
2021,CAR,DB,Juston Burris,1993-08-04,5.0,North Carolina State
2021,ATL,OL,Willie Beavers,1993-10-02,5.0,Western Michigan
2021,NYJ,OL,Alex Lewis,1992-04-21,5.0,Nebraska
2021,NYG,LB,Blake Martinez,1994-01-09,5.0,Stanford
2021,NYG,DL,Willie Henry,1994-03-20,5.0,Michigan
2021,TB,DB,Rashard Robinson,1995-07-23,5.0,Louisiana State
2021,GB,DL,Dean Lowry,1994-06-09,5.0,Northwestern
2021,NYJ,DL,Ronald Blair,1993-01-21,5.0,Appalachian State
2021,NE,LB,Matt Judon,1992-08-15,5.0,Grand Valley State
2021,LV,DL,Quinton Jefferson,1993-03-31,5.0,Maryland
2021,PIT,OL,Joe Haeg,1993-03-11,5.0,North Dakota State
2021,SEA,OL,Brandon Shell,1992-02-06,5.0,South Carolina
2021,ATL,WR,Trevor Davis,1993-07-04,5.0,California
2021,CIN,DL,D.J. Reader,1994-07-01,5.0,Clemson
2021,SEA,RB,Alex Collins,1994-08-26,5.0,Arkansas
2021,TB,TE,Jerell Adams,1992-12-31,5.0,South Carolina
2021,WAS,OL,Wes Schweitzer,1993-09-11,5.0,San Jose State
2021,NO,OL,Kyle Murphy,1993-12-11,5.0,Stanford
2021,CIN,QB,Brandon Allen,1992-09-05,5.0,Arkansas
2021,SF,DL,Anthony Zettel,1992-08-09,5.0,Penn State
2021,HOU,QB,Jeff Driskel,1993-04-23,5.0,Louisiana Tech
2021,HOU,LB,Kamu Grugier-Hill,1994-05-16,5.0,Eastern Illinois
2021,DAL,DB,Maurice Canady,1994-05-26,5.0,Virginia
2021,MIA,LB,Elandon Roberts,1994-04-22,5.0,Houston
2021,IND,OL,Joey Hunt,1994-02-22,5.0,Texas Christian
2021,NE,OL,Ted Karras,1993-03-15,5.0,Illinois
2021,DEN,LB,Stephen Weatherly,1994-03-19,5.0,Vanderbilt
2021,CAR,P,Lachlan Edwards,1992-04-27,5.0,Sam Houston State
2021,NO,RB,Dwayne Washington,1994-04-24,5.0,Washington
2021,DAL,DB,Jayron Kearse,1994-02-11,5.0,Clemson
2021,KC,OL,Austin Blythe,1992-06-16,5.0,Iowa
2021,TEN,DL,Kyle Peko,1993-07-23,5.0,Oregon State
2021,DET,WR,Kalif Raymond,1994-08-08,5.0,Holy Cross
2021,NYJ,OL,George Fant,1992-07-19,5.0,Western Kentucky
2021,MIN,DL,Eddie Yarbrough,1993-04-24,5.0,Wyoming
2021,PIT,LS,Kameron Canaday,1992-08-20,5.0,Portland State
2021,TEN,DB,Matthias Farley,1992-07-15,5.0,Notre Dame
2021,BUF,LS,Reid Ferguson,1994-03-24,5.0,Louisiana State
2021,TEN,DB,Briean Boddy-Calhoun,1993-01-21,5.0,Minnesota
2021,BUF,DL,Justin Zimmer,1992-10-23,5.0,Ferris State
2021,MIN,OL,Rashod Hill,1992-01-12,5.0,Southern Mississippi
2021,CIN,DB,Mike Hilton,1994-03-09,5.0,Mississippi
2021,SF,DB,Jarrod Wilson,1994-02-09,5.0,Michigan
2021,ARI,OL,Justin Murray,1993-04-19,5.0,Cincinnati
2021,CAR,WR,Alex Erickson,1992-11-06,5.0,Wisconsin
2021,NE,OL,Alex Redmond,1995-01-18,5.0,UCLA
2021,ARI,DB,Charles Washington,1993-03-10,5.0,Fresno State
2021,TEN,DL,Trevon Coley,1994-07-13,5.0,Florida Atlantic
2021,NO,K,Wil Lutz,1994-07-07,5.0,Georgia State
2021,LV,LB,Patrick Onwuasor,1992-08-22,5.0,Portland State
2021,MIN,DL,Michael Pierce,1992-11-06,5.0,Samford
2021,NYG,OL,Matt Skura,1993-02-17,5.0,Duke
2021,NYG,DL,Woodrow Hamilton,1992-12-20,5.0,Mississippi
2021,NE,DB,Jonathan Jones,1993-09-20,5.0,Auburn
2021,HOU,DB,Cre'von LeBlanc,1994-07-25,5.0,Florida Atlantic
2021,NYJ,DB,Sharrod Neasman,1991-10-14,5.0,Florida Atlantic
2021,IND,DB,Brian Poole,1992-10-20,5.0,Florida
2021,NYJ,TE,Joshua Perkins,1993-08-05,5.0,Washington
2021,WAS,RB,J.D. McKissic,1993-08-15,5.0,Arkansas State
2021,WAS,WR,Marken Michel,1993-04-06,5.0,Massachusetts
2021,ATL,DB,Lafayette Pitts,1992-09-24,5.0,Pittsburgh
2021,DET,WR,Geronimo Allison,1994-01-18,5.0,Illinois
2021,TB,DB,Andrew Adams,1993-08-28,5.0,Connecticut
2021,LA,DB,Donte Deayon,1994-01-28,5.0,Boise State
2021,DET,DL,Brian Price,1994-06-24,5.0,Texas-San Antonio
2021,DET,LB,Romeo Okwara,1995-06-17,5.0,Notre Dame
2021,BUF,DL,Brandin Bryant,1993-09-16,5.0,Florida Atlantic
2021,JAX,DL,Roy Robertson-Harris,1993-07-23,5.0,Texas-El Paso
2021,CAR,DL,Morgan Fox,1994-09-12,5.0,Colorado State-Pueblo
2021,LV,LB,Cory Littleton,1993-11-18,5.0,Washington
2021,CAR,WR,Robby Anderson,1993-05-09,5.0,Temple
2021,SF,DB,Doug Middleton,1993-09-25,5.0,Appalachian State
2021,SF,OL,Jake Brendel,1992-09-10,5.0,UCLA
2021,LAC,TE,Stephen Anderson,1993-01-30,5.0,California
2021,HOU,K,Ka'imi Fairbairn,1994-01-29,5.0,UCLA
2021,DET,DL,Joel Heath,1993-06-18,5.0,Michigan State
2021,JAX,WR,Tevin Jones,1992-12-26,5.0,Memphis
2021,MIA,LB,Brennan Scarlett,1993-07-31,5.0,Stanford
2021,LV,RB,Peyton Barber,1994-02-27,5.0,Auburn
2021,IND,LS,Luke Rhodes,1992-12-02,5.0,William &amp; Mary
2021,CIN,DB,Winston Rose,1993-11-29,5.0,New Mexico State
2021,HOU,DB,Vernon Hargreaves,1995-06-03,5.0,Florida
2021,NYJ,DL,Sheldon Rankins,1994-04-02,5.0,Louisville
2021,ARI,WR,Josh Doctson,1992-12-03,5.0,Texas Christian
2021,SEA,DL,Robert Nkemdiche,1994-09-19,5.0,Mississippi
2021,KC,DL,Chris Jones,1994-07-03,5.0,Mississippi State
2021,NYG,DL,Austin Johnson,1994-05-08,5.0,Penn State
2021,TEN,RB,Derrick Henry,1994-01-04,5.0,Alabama
2021,ATL,OL,Jason Spriggs,1994-05-17,5.0,Indiana
2021,CHI,OL,Cody Whitehair,1992-07-11,5.0,Kansas State
2021,BAL,DB,Tavon Young,1994-03-14,5.0,Temple
2021,DET,OL,Parker Ehinger,1992-12-30,5.0,Cincinnati
2021,LAC,DB,Ryan Smith,1993-09-07,5.0,North Carolina Central
2021,LV,LB,Nick Kwiatkoski,1993-05-26,5.0,West Virginia
2021,CHI,DB,Deon Bush,1993-08-14,5.0,Miami
2021,KC,WR,Demarcus Robinson,1994-09-21,5.0,Florida
2021,NYG,OL,Evan Boehm,1993-08-19,5.0,Missouri
2021,ATL,WR,Tajae Sharpe,1994-12-23,5.0,Massachusetts
2021,NO,OL,Caleb Benenoch,1994-08-08,5.0,UCLA
2021,PHI,RB,Jordan Howard,1994-11-02,5.0,Indiana
2021,WAS,DL,Matt Ioannidis,1994-01-11,5.0,Temple
2021,WAS,RB,Wendell Smallwood,1994-01-20,5.0,West Virginia
2021,TEN,QB,Kevin Hogan,1992-10-20,5.0,Stanford
2021,DET,OL,Halapoulivaati Vaitai,1993-06-16,5.0,Texas Christian
2021,CHI,DB,Marqui Christian,1994-10-27,5.0,Midwestern State
2021,HOU,OL,Cole Toner,1994-03-13,5.0,Harvard
2021,DAL,LB,Devante Bond,1993-07-03,5.0,Oklahoma
2021,CHI,DB,DeAndre Houston-Carson,1993-04-13,5.0,William &amp; Mary
2021,CHI,WR,Jakeem Grant,1992-10-30,5.0,Texas Tech
2021,SF,QB,Nate Sudfeld,1993-10-07,5.0,Indiana
2021,LA,DB,Blake Countess,1993-08-08,5.0,Auburn
2021,MIA,WR,Cody Core,1994-04-17,5.0,Mississippi
2021,IND,DB,Jordan Lucas,1993-08-02,5.0,Penn State
2021,NE,DB,Jalen Mills,1994-04-06,5.0,Louisiana State
2021,MIA,DB,Clayton Fejedelem,1993-06-02,5.0,Illinois
2021,ARI,LB,Joe Walker,1992-12-11,5.0,Oregon
2021,NYG,RB,Elijhaa Penny,1993-08-17,5.0,Idaho
2021,ARI,LB,Terrance Smith,,5.0,Florida State
2021,ARI,DB,Kevin Peterson,1994-03-22,5.0,Oklahoma State
2021,CHI,DB,Tre Roberson,1992-10-22,5.0,Illinois State
2021,ARI,TE,Alex Ellis,1993-02-10,5.0,Tennessee
2021,DET,K,Aldrick Rosas,1994-12-30,5.0,Southern Oregon
2021,IND,DL,Antwaun Woods,1993-01-03,5.0,Southern California
2021,NO,DB,Ken Crawley,1993-02-08,5.0,Colorado
2021,ARI,OL,Marcus Henry,1993-02-11,5.0,Boise State
2021,MIA,WR,Tommylee Lewis,1992-10-24,5.0,Northern Illinois
2021,PIT,DB,Karl Joseph,1993-09-08,5.0,West Virginia
2021,LA,DL,A'Shawn Robinson,1995-03-21,5.0,Alabama
2021,NYG,DB,James Bradberry,1993-08-04,5.0,Samford
2021,DET,DB,Daryl Worley,1995-02-22,5.0,West Virginia
2021,MIN,LB,Nick Vigil,1993-08-20,5.0,Utah State
2021,PIT,RB,Derek Watt,1992-11-07,5.0,Wisconsin
2021,MIN,OL,Spencer Pulley,1993-04-04,5.0,Vanderbilt
2021,MIN,RB,C.J. Ham,1993-07-22,5.0,"Augustana, S.D."
2021,ARI,DB,Antonio Hamilton,1993-01-24,5.0,South Carolina State
2021,CIN,DB,Vonn Bell,1994-12-12,5.0,Ohio State
2021,BAL,DB,Kevon Seymour,1993-11-30,5.0,Southern California
2021,NYG,P,Riley Dixon,1993-08-24,5.0,Syracuse
2021,IND,QB,Carson Wentz,1992-12-30,5.0,North Dakota State
2021,JAX,WR,Laquon Treadwell,1995-06-14,5.0,Mississippi
2021,CIN,DL,Noah Spence,1994-01-08,5.0,Eastern Kentucky
2021,PHI,OL,Isaac Seumalo,1993-10-29,5.0,Oregon State
2021,LAC,LB,Kyler Fackrell,1991-11-25,5.0,Utah State
2021,CLE,RB,Andy Janovich,1993-05-23,5.0,Nebraska
2021,SF,DB,Will Parks,1994-07-29,5.0,Arizona
2021,MIA,LB,Wynton McManis,1994-09-20,5.0,Memphis
2021,BAL,OL,Ronnie Stanley,1994-03-18,5.0,Notre Dame
2021,BUF,DL,Vernon Butler,1994-06-14,5.0,Louisiana Tech
2021,JAX,LB,Myles Jack,1995-09-03,5.0,UCLA
2021,LV,OL,Nick Martin,1993-04-29,5.0,Notre Dame
2021,HOU,LB,Jordan Jenkins,1994-07-01,5.0,Georgia
2021,DEN,DB,Justin Simmons,1993-11-19,5.0,Boston College
2021,NYG,RB,Devontae Booker,1992-05-27,5.0,Utah
2021,NYG,RB,Jonathan Williams,1994-02-02,5.0,Arkansas
2021,CLE,WR,Rashard Higgins,1994-10-07,5.0,Colorado State
2021,TEN,WR,Marcus Johnson,1994-08-05,5.0,Texas
2021,CHI,TE,J.P. Holtz,1993-08-28,5.0,Pittsburgh
2021,WAS,LB,Jared Norris,1993-07-19,5.0,Utah
2021,TB,WR,Jaydon Mickens,1994-04-21,5.0,Washington
2021,CIN,WR,Tyler Boyd,1994-11-15,5.0,Pittsburgh
2021,CLE,DL,Sheldon Day,1994-07-01,5.0,Notre Dame
2021,NYJ,OL,Connor McGovern,1993-04-27,5.0,Missouri
2021,LV,RB,Jalen Richard,1993-10-15,5.0,Southern Mississippi
2021,HOU,DB,Eric Murray,1994-01-07,5.0,Minnesota
2021,KC,WR,Tyreek Hill,1994-03-01,5.0,West Alabama
2021,DAL,RB,Ezekiel Elliott,1995-07-22,5.0,Ohio State
2021,JAX,LB,Jihad Ward,1994-05-11,5.0,Illinois
2021,DAL,DB,Anthony Brown,1993-12-15,5.0,Purdue
2021,LV,DB,Kavon Frazier,1994-08-11,5.0,Central Michigan
2021,HOU,RB,Darius Jackson,1993-12-01,5.0,Eastern Michigan
2021,MIA,DB,Xavien Howard,1993-07-04,5.0,Baylor
2021,NO,DL,David Onyemata,1992-11-08,5.0,"Manitoba, Can."
2021,GB,LB,Jaylon Smith,1995-06-14,5.0,Notre Dame
2021,NE,DB,Sean Davis,1993-10-23,5.0,Maryland
